product_id,product_name,category,price,quantity,store_location
114,Logitech G633 Artemis Spectrum,Headphones,149.99,220,Chicago
115,Microsoft Surface Headphones 2,Headphones,249.99,100,San Francisco
116,Philips Hue Starter Kit,Electronics,199.99,150,Los Angeles
117,Apple AirPods 3,Headphones,179.99,150,San Francisco
118,Garmin Venu 2,Smartwatch,399.99,70,Los Angeles
119,Samsung Odyssey G7 27 Monitor,Electronics,499.99,60,San Francisco
120,Sony Alpha 7 III Camera,Camera,2299.99,30,Chicago
121,Nintendo Switch OLED,Console,349.99,120,New York
122,Dell XPS 13 2-in-1,Laptop,1399.99,80,San Francisco
123,Lenovo ThinkPad L15,Laptop,799.99,100,Los Angeles
124,Beats Fit Pro,Headphones,199.99,150,San Francisco
125,Sony 75 4K TV,Electronics,1799.99,40,Chicago
126,Samsung Galaxy A72,Smartphone,599.99,130,San Francisco
127,Apple iPad Air,Tablet,599.99,140,Los Angeles
128,HP Pavilion Gaming Laptop,Laptop,899.99,90,Chicago
129,Logitech G502 Hero,Electronics,49.99,250,San Francisco
130,PlayStation 4,Console,299.99,100,New York
131,Beats Solo Pro,Headphones,299.99,80,San Francisco
132,Apple MacBook Pro 16,Laptop,2399.99,40,Los Angeles
133,Nintendo Switch Joy-Con,Console,79.99,200,San Francisco
134,Samsung QN90A Neo QLED TV,Electronics,2499.99,10,Chicago
201,Apple iPhone 15,Smartphone,1099.99,50,Chicago
202,Samsung Galaxy S24,Smartphone,999.99,75,San Francisco
203,Lenovo IdeaPad 3,Laptop,479.99,150,New York
204,LG QNED 65 TV,Electronics,1599.99,30,Chicago
205,Dell Alienware X15,Laptop,2299.99,20,San Francisco
206,Google Pixel Watch,Smartwatch,399.99,100,Los Angeles
207,Microsoft Surface Laptop Go,Laptop,699.99,120,New York
208,Sony WF-1000XM4,Headphones,279.99,90,Chicago
209,Apple MacBook Air M2,Laptop,1299.99,200,San Francisco
210,Bose SoundLink Mini 2,Headphones,169.99,180,Los Angeles
211,PlayStation 5 Digital Edition,Console,399.99,75,Chicago
212,Apple Watch Series 8,Smartwatch,429.99,130,San Francisco
213,Garmin Venu 2S,Smartwatch,349.99,140,Los Angeles
214,HP Envy 17,Laptop,1299.99,90,San Francisco
215,Samsung Odyssey G9 Monitor,Electronics,1499.99,40,Chicago
216,Nintendo Switch OLED Model,Console,349.99,60,San Francisco
217,Apple AirPods Pro 2,Headphones,249.99,250,New York
218,Apple iPad Air 5th Gen,Tablet,599.99,180,San Francisco
219,Logitech G502 Hero Gaming Mouse,Electronics,49.99,220,Los Angeles
220,Canon EOS 5D Mark IV Camera,Camera,2499.99,50,Chicago
221,Asus TUF Gaming Monitor,Electronics,299.99,150,San Francisco
222,HP Spectre x360 13,Laptop,1499.99,70,New York
223,Fitbit Charge 5 Fitness Tracker,Smartwatch,179.99,130,San Francisco
224,Apple iPhone 13 Pro Max,Smartphone,1099.99,60,Los Angeles
225,Asus ZenBook Pro 14,Laptop,1599.99,90,Chicago
226,Nintendo Switch Lite,Console,199.99,250,New York
227,Bose QuietComfort 45,Headphones,329.99,200,San Francisco
228,Microsoft Xbox Series S,Console,299.99,180,Chicago
229,Google Nest Audio,Smart Speaker,99.99,250,Los Angeles
230,Apple iPad 10.2,Tablet,329.99,180,San Francisco
231,Logitech C920S HD Webcam,Electronics,69.99,300,Chicago
232,HP Spectre x360 15,Laptop,1799.99,50,San Francisco
233,Samsung 55 4K TV,Electronics,799.99,100,New York
234,Logitech MX Master 3S Mouse,Electronics,99.99,180,San Francisco
235,Apple AirPods 3rd Gen,Headphones,179.99,220,Los Angeles
236,Amazon Fire TV Stick 4K,Electronics,49.99,500,Chicago
237,PlayStation VR2,Console,549.99,30,San Francisco
238,Sony A7R IV Camera,Camera,3499.99,40,Chicago
239,Beats Fit Pro Earbuds,Headphones,199.99,180,New York
240,Asus ROG Strix Laptop,PC,1899.99,30,San Francisco
241,Apple iPhone 14 Pro,Smartphone,1099.99,60,Los Angeles
242,HP Pavilion 24 All-in-One,Electronics,599.99,200,San Francisco
243,Sony Xperia 5 II,Smartphone,799.99,100,Chicago
244,Garmin Forerunner 945,Smartwatch,599.99,80,San Francisco
245,Microsoft Surface Pro 7,Tablet,749.99,90,Los Angeles
246,Lenovo Yoga 9i,Tablet,1399.99,50,San Francisco
247,Apple MacBook Pro 14 M2,Laptop,1799.99,30,Chicago
248,Samsung Galaxy S21 FE,Smartphone,699.99,120,San Francisco
249,Bose Noise Cancelling Headphones 700,Headphones,379.99,100,New York
250,Apple Watch SE 2,Smartwatch,299.99,150,San Francisco
251,Logitech G915 TKL Wireless Keyboard,Electronics,229.99,180,Los Angeles
252,Nintendo Switch Pro Controller,Console,69.99,250,San Francisco
253,Google Pixel 6,Smartphone,599.99,140,Chicago
254,Apple iPhone SE 2,Smartphone,399.99,180,San Francisco
255,Microsoft Xbox Series X,Console,499.99,90,Los Angeles
256,Beats Studio Buds,Headphones,149.99,300,San Francisco
257,Asus VivoBook 15,Laptop,479.99,150,New York
258,Samsung 27 Curved Monitor,Electronics,169.99,250,Chicago
259,Sony 65 LED TV,Electronics,799.99,120,San Francisco
260,Canon EOS Rebel T7i Camera,Camera,749.99,200,Los Angeles
261,HP Omen 30L Gaming Desktop,PC,2499.99,40,San Francisco
262,Apple iPad Mini 6,Tablet,499.99,100,Chicago
263,LG UltraWide 34 Monitor,Electronics,499.99,180,San Francisco
264,Apple iPhone 11 Pro,Smartphone,849.99,160,Los Angeles
265,Logitech G Pro Wireless Mouse,Electronics,129.99,120,San Francisco
266,Nintendo Switch Joy-Con Pair,Console,79.99,200,Chicago
267,Samsung Galaxy Buds Live,Headphones,169.99,100,San Francisco
268,Apple Mac Mini M2,Electronics,699.99,90,Los Angeles
269,Logitech G Pro X Headset,Headphones,129.99,150,San Francisco
270,Sony 50 4K TV,Electronics,599.99,200,Chicago
271,Beats Solo 3 Wireless,Headphones,199.99,220,San Francisco
272,Garmin Instinct Solar,Smartwatch,349.99,150,Los Angeles
273,Google Pixel 5,Smartphone,699.99,110,San Francisco
274,Apple iPad Pro 12.9,Tablet,1099.99,80,Chicago
275,HP Elite Dragonfly,Tablet,2199.99,50,San Francisco
276,Sony Alpha 7S III Camera,Camera,3999.99,20,Los Angeles
277,Logitech C922 Pro Webcam,Electronics,99.99,180,San Francisco
278,Apple AirPods Max,Headphones,549.99,60,Chicago
279,Lenovo Legion 7i,PC,1899.99,30,San Francisco
280,Beats Studio3 Wireless,Headphones,349.99,100,New York
281,Apple Watch Series 6,Smartwatch,349.99,200,San Francisco
282,Sony A6000 Camera,Camera,549.99,250,Chicago
283,Samsung Galaxy Note 20,Smartphone,949.99,90,San Francisco
284,Google Nest Mini,Smart Speaker,49.99,250,Los Angeles
285,Logitech G915 Wireless Keyboard,Electronics,229.99,180,San Francisco
286,Apple iPhone 13,Smartphone,799.99,150,Los Angeles
287,HP Omen 15 Gaming Laptop,Laptop,1699.99,50,San Francisco
288,Asus ZenBook 14,Tablet,899.99,40,Chicago
289,Apple MacBook Pro 16,Electronics,2499.99,20,Los Angeles
290,Sony WH-1000XM3,Headphones,349.99,120,San Francisco
291,Nintendo Switch OLED,Console,349.99,60,New York
292,Microsoft Surface Laptop Studio,Laptop,1599.99,30,San Francisco
293,Bose QuietComfort 35 II,Headphones,299.99,150,Chicago
294,Samsung Galaxy Z Fold 5,Smartphone,1799.99,40,Los Angeles
295,Apple MacBook Air M1,Tablet,999.99,70,San Francisco
296,HP Pavilion Gaming Desktop,PC,899.99,180,Chicago
297,Google Pixel 7a,Smartphone,449.99,120,San Francisco
298,Canon EOS M50 Mark II,Camera,699.99,100,Los Angeles
299,Lenovo ThinkPad X1 Carbon,Laptop,1599.99,40,San Francisco
300,Apple iPhone 14 Pro Max,Smartphone,1099.99,80,Chicago
